smiles,dga,cluster
[H]C([H])([H])C1(C([H])([H])[H])OC1([H])[H],-47.670955657958984,3
[H]OC1(C([H])([H])[H])C([H])([H])C1([H])[H],-47.59962844848633,3
[H][N-]C1OC([H])([H])C1([H])[H],-38.4060173034668,3
[H]C1([H])C(=O)C([H])([H])C1([H])[H],-43.376014709472656,3
[H]N1C(=O)C([H])([H])C1([H])[H],-39.081077575683594,0
[H]C1([H])OC(=O)C1([H])[H],-36.64277267456055,3
[H]N1C([H])([H])C(=O)C1([H])[H],-38.1142578125,0
[H]C1([H])OC([H])([H])C1=O,-35.62417221069336,3
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-54.975276947021484,3
[H]C1([H])O[C@@]([H])(C([H])([H])[H])C1([H])[H],-47.54844665527344,3
[H]C([H])([H])C1([H])C([H])([H])OC1([H])[H],-47.41203308105469,3
[H]OC1([H])C([H])([H])C([H])([H])C1([H])[H],-47.58964538574219,3
[H]OC1([H])C([H])([H])OC1([H])[H],-39.94618225097656,3
[H]C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],-54.9478759765625,3
[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])([H])[H],-47.48958969116211,3
[H]C([H])([H])[N@@H+]1C([H])([H])[C@]1([H])C([H])([H])[H],-49.63948059082031,0
[H]C([H])([H])[C@]1([H])O[C@]1([H])C([H])([H])[H],-47.64300537109375,3
[H]O[C@@]1([H])C([H])([H])[C@@]1([H])O[H],-40.01045608520508,3
[H]C1([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],-48.740684509277344,3
[H]C#CC([H])([H])C#C[H],-38.47369384765625,0
[H]C#CC([H])([H])C#N,-35.192054748535156,0
[H]C([H])(C#N)C#N,-31.802902221679688,0
[H]C#CC([H])([H])C([H])=O,-37.506736755371094,0
[H]C(=O)C([H])([H])C#N,-34.19766616821289,0
[H]/N=C(\[H])N([H])C([H])=O,-34.43070602416992,0
[H][N-][C+]([H])OC([H])=O,-31.871854782104492,0
[H]C(=O)N([H])C([H])=O,-32.503597259521484,0
[H]C#CC#CC([H])([H])[H],-39.18042755126953,0
[H]C([H])([H])C#CC#N,-35.75189971923828,0
[H]C(=O)C#CC([H])([H])[H],-37.836021423339844,0
[H]OC([H])([H])C#CC([H])([H])[H],-42.23588562011719,0
[H]C([H])([H])C#CC([H])([H])C([H])([H])[H],-49.90963363647461,0
[H][C+]([NH2+]C([H])([H])[H])OC([H])([H])[H],-43.16585922241211,0
[H]C#CC([H])([H])C([H])([H])C([H])([H])[H],-49.5631217956543,0
[H]C([H])([H])C([H])([H])C([H])([H])C#N,-46.35451889038086,0
[H]N(C([H])([H])[H])C([H])([H])C#N,-40.98884201049805,0
[H]C#CC([H])([H])OC([H])([H])[H],-41.65663528442383,0
[H]C([H])([H])OC([H])([H])C#N,-38.36400604248047,0
[H]C#CC([H])([H])C([H])([H])O[H],-42.03996276855469,3
[H]OC([H])([H])C([H])([H])C#N,-38.8106803894043,3
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])[H],-48.47284698486328,0
[H]C(=O)N([H])C([H])([H])C([H])([H])[H],-44.27652359008789,0
[H]C(=O)OC([H])([H])C([H])([H])[H],-41.60245895385742,0
[H]C(=O)C([H])([H])OC([H])([H])[H],-40.6685905456543,0
[H]OC([H])([H])C([H])([H])C([H])=O,-40.91942596435547,3
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-60.46403121948242,0
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-52.938262939453125,3
[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],-52.75017547607422,3
[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],-52.8974723815918,0
[H]OC([H])([H])C([H])([H])OC([H])([H])[H],-45.29055404663086,0
[H]OC([H])([H])C([H])([H])C([H])([H])O[H],-45.38927459716797,3
[H]C#CC1([H])C([H])([H])C1([H])[H],-44.05085754394531,3
[H]C#C[C@]1([H])N([H])C1([H])[H],-38.921321868896484,0
[H]C#C[C@]1([H])OC1([H])[H],-36.42513656616211,3
[H]C1([H])C([H])([H])C1([H])C#N,-40.8208122253418,0
[H]N1C([H])([H])[C@]1([H])C#N,-35.623111724853516,0
[H]C1([H])O[C@@]1([H])C#N,-33.07633972167969,3
[H]C(=O)C1([H])C([H])([H])C1([H])[H],-43.067710876464844,3
[H]C(=O)[C@]1([H])N([H])C1([H])[H],-37.95915222167969,0
[H]C(=O)[C@]1([H])OC1([H])[H],-35.41268539428711,3
[H]C(=O)N1C([H])([H])C1([H])[H],-38.18560791015625,0
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-54.921043395996094,3
[H]C([H])([H])C([H])([H])[C@]1([H])OC1([H])[H],-47.47429656982422,3
[H]C([H])([H])C([H])([H])[NH+]1C([H])([H])C1([H])[H],-49.66976547241211,0
[H]C([H])([H])OC1([H])C([H])([H])C1([H])[H],-47.17662811279297,3
[H]OC([H])([H])C1([H])C([H])([H])C1([H])[H],-47.38629150390625,3
[H]OC([H])([H])[C@]1([H])N([H])C1([H])[H],-42.288211822509766,3
[H]OC([H])([H])[C@]1([H])OC1([H])[H],-39.96403503417969,3
[H]C1=C([H])C([H])([H])C([H])([H])C1([H])[H],-50.59925079345703,0
[H]C1=NC([H])([H])C([H])([H])O1,-38.785152435302734,0
[H]C1=C([H])C([H])([H])OC1([H])[H],-42.98229217529297,0
[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-55.683834075927734,0
[H]C1([H])OC([H])([H])C([H])([H])C1([H])[H],-48.11713409423828,3
[H]C1([H])OC([H])([H])C([H])([H])O1,-40.646087646484375,0
[H]C1([H])C([H])([H])[C@]2([H])C([H])([H])[C@]12[H],-49.3234977722168,3
[H]C1([H])O[C@@]2([H])C([H])([H])[C@@]12[H],-41.61674499511719,3
[H]C1([H])C([H])([H])[C@@]2([H])O[C@@]12[H],-41.86415100097656,3
[H]C1=NN([H])C([H])=C1[H],-36.60432434082031,0
[H]C1=C([H])N([H])N=N1,-31.407548904418945,0
[H]C1=NN([H])C([H])=N1,-32.100433349609375,0
[H]C1=NN=C([H])N1[H],-31.848970413208008,0
[H]C1=NN([H])N=C1[H],-31.566762924194336,0
[H]C1=NOC([H])=C1[H],-33.3365364074707,0
[H]C1=C([H])ON=N1,-28.285640716552734,0
[H]C1=NOC([H])=N1,-28.866140365600586,0
[H]C1=NN=C([H])O1,-29.109872817993164,0
[H]C1=NN=NO1,-23.221981048583984,0
[H]C1=NON=C1[H],-27.811153411865234,0
[H]C1=NON=N1,-22.77410888671875,0
N1=NON=N1,-17.212291717529297,0
[H]C#C/C(=N/O[H])C([H])([H])[H],-42.725067138671875,0
[H]O/N=C(\C([H])([H])[H])C([H])([H])O[H],-46.221920013427734,0
[H]O/N=C(\C([H])([H])[H])C([H])([H])C([H])([H])[H],-53.66997528076172,0
[H]ONC1C([H])([H])C([H])([H])C1([H])[H],-48.11865997314453,0
[H]ONC1C([H])([H])N([H])C1([H])[H],-42.854671478271484,0
[H]ONC1C([H])([H])OC1([H])[H],-40.374053955078125,3
FC(F)(F)F,-19.498756408691406,0
[H]C1=C([H])N([H])C(=O)N1[H],-41.595272064208984,0
[H]C1=C([H])N([H])C(=O)O1,-38.896148681640625,0
[H]C1=C([H])OC(=O)O1,-36.15895462036133,0
[H]C1=C([H])N([H])C(C([H])([H])[H])=C1[H],-52.907073974609375,0
[H]C1=C([H])C([H])=C(C([H])([H])[H])O1,-50.191978454589844,0
[H]C1=NC([H])=C(C([H])([H])[H])O1,-45.671104431152344,0
[H]C1=C([H])OC(C([H])([H])[H])=N1,-45.72819519042969,0
[H]C1=C([H])N([H])C(N([H])[H])=C1[H],-47.93941879272461,0
[H]C1=C([H])C([H])=C(N([H])[H])O1,-45.267940521240234,0
[H]C1=NC([H])=C(N([H])[H])O1,-40.72630310058594,0
[H]C1=C([H])OC(N([H])[H])=N1,-40.926937103271484,0
[H]OC1=C([H])C([H])=C([H])N1[H],-45.446746826171875,0
[H]OC1=C([H])N=C([H])N1[H],-40.84715270996094,0
[H]OC1=NC([H])=C([H])N1[H],-41.144901275634766,0
[H]C1=C([H])N([H])C([H])=C1C([H])([H])[H],-52.851890563964844,0
[H]C1=NC(C([H])([H])[H])=C([H])N1[H],-48.3690299987793,0
[H]C1=C([H])C(C([H])([H])[H])=C([H])O1,-50.08021926879883,0
[H]C1=NC(C([H])([H])[H])=C([H])O1,-45.63047790527344,0
[H]C1=C([H])N([H])C([H])=C1N([H])[H],-47.848533630371094,0
[H]C1=NC(N([H])[H])=C([H])N1[H],-43.469783782958984,0
[H]C1=C([H])C(N([H])[H])=C([H])O1,-45.08513259887695,0
[H]C1=NC(N([H])[H])=C([H])O1,-40.73155975341797,0
[H]OC1=C([H])N([H])C([H])=C1[H],-45.34503173828125,0
[H]OC1=C([H])N([H])C([H])=N1,-41.043182373046875,0
[H]OC1=C([H])OC([H])=N1,-38.255130767822266,0
[H]C1=C([H])N(C([H])([H])[H])C([H])=C1[H],-52.642364501953125,0
[H]C1=NC([H])=C([H])N1C([H])([H])[H],-48.09871292114258,0
[H]C1=C([H])C([H])=C([H])C([H])=C1[H],-53.29576110839844,0
[H]C1=NC([H])=C([H])C([H])=C1[H],-48.41471862792969,0
[H]C1=NC([H])=C([H])N=C1[H],-43.434383392333984,0
[H]C1=NC([H])=C([H])C([H])=N1,-43.60377502441406,0
[H]C1=NC([H])=NC([H])=N1,-38.85737228393555,0
[H]C#CC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-60.675601959228516,0
[H]C([H])([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],-57.47867202758789,0
[H]N([H])C(C#N)(C([H])([H])[H])C([H])([H])[H],-52.52617263793945,0
[H]C#CC(O[H])(C([H])([H])[H])C([H])([H])[H],-53.22074508666992,3
[H]OC(C#N)(C([H])([H])[H])C([H])([H])[H],-49.96865463256836,3
[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-59.646846771240234,0
[H]OC(C([H])=O)(C([H])([H])[H])C([H])([H])[H],-52.29432678222656,3
[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-64.0881576538086,3
[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H],-56.79215621948242,3
[H]C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-71.50586700439453,3
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-64.25789642333984,3
[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-63.941890716552734,3
[H]C([H])([H])C#CC(=O)C([H])([H])[H],-49.30287551879883,0
[H]N([H])C(=O)C#CC([H])([H])[H],-45.059173583984375,0
[H]C([H])([H])C#CC([H])(C([H])([H])[H])C([H])([H])[H],-61.01242446899414,0
[H]O[C@@]([H])(C#CC([H])([H])[H])C([H])([H])[H],-53.5532112121582,3
[H]C#CC([H])([H])C(=O)C([H])([H])[H],-48.95029830932617,3
[H]C([H])([H])C(=O)C([H])([H])C#N,-45.660682678222656,3
[H]C#CC([H])([H])C(=O)N([H])[H],-44.660831451416016,0
[H]N([H])C(=O)C([H])([H])C#N,-41.40495681762695,0
[H]/N=C(/N([H])C([H])=O)C([H])([H])[H],-46.03756332397461,0
[H][N-]C(OC([H])=O)C([H])([H])[H],-43.40390396118164,0
[H]C(=O)C([H])([H])C(=O)C([H])([H])[H],-47.877567291259766,3
[H]/N=C(\[H])N([H])C(=O)C([H])([H])[H],-45.82520294189453,0
[H]C(=O)N([H])C(=O)C([H])([H])[H],-43.920570373535156,0
[H][N-][C+]([H])OC(=O)C([H])([H])[H],-43.50929641723633,0
[H]C(=O)C([H])([H])C(=O)N([H])[H],-43.66413116455078,0
[H]/N=C(\[H])N([H])C(=O)N([H])[H],-41.32435989379883,0
[H]C(=O)N([H])C(=O)N([H])[H],-39.4516716003418,0
[H][N-][C+]([H])OC(=O)N([H])[H],-39.15683364868164,0
[H]C#CC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-60.6760368347168,3
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C#N,-57.47298812866211,3
[H]C#CC([H])([H])[C@]([H])(O[H])C([H])([H])[H],-53.287628173828125,3
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C#N,-50.03790283203125,3
[H]C([H])([H])[NH+](C([H])([H])[H])C([H])([H])C#N,-51.95083999633789,0
[H]C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-59.58281707763672,3
[H]C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-55.46290588378906,0
[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],-52.8516731262207,3
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,-52.18009567260742,3
[H]C(=O)C([H])([H])[NH+](C([H])([H])[H])C([H])([H])[H],-54.16252517700195,0
[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],-52.4270133972168,3
[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],-59.964839935302734,3
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],-55.71077346801758,3
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H],-55.67338562011719,0
[H]N([H])C(=O)N([H])C([H])([H])C([H])([H])[H],-51.124839782714844,0
[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],-53.20716094970703,3
[H]N([H])C(=O)OC([H])([H])C([H])([H])[H],-48.753013610839844,0
[H]C([H])([H])OC([H])([H])C(=O)C([H])([H])[H],-52.048583984375,3
[H]N([H])C(=O)C([H])([H])OC([H])([H])[H],-47.75617980957031,3
[H]OC([H])([H])C([H])([H])C(=O)N([H])[H],-48.213382720947266,3
[H]C([H])(C(=O)[O-])C([H])([H])[N+]([H])([H])[H],-46.154083251953125,3
[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-64.01008605957031,3
[H]OC([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[H],-56.67481994628906,3
[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-71.53626251220703,3
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-64.19574737548828,3
[H]C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H],-64.07286071777344,3
[H]C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-63.876068115234375,3
[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H],-56.5171012878418,3
[H]C([H])([H])C(=O)C(=O)C([H])([H])[H],-48.12105178833008,0
[H]N([H])C(=O)C(=O)C([H])([H])[H],-43.99368667602539,0
[H]N([H])C(C(=O)[O-])=[N+]([H])[H],-39.07688903808594,0
[H]N([H])C(=O)C(=O)N([H])[H],-39.90003204345703,0
[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],-59.909053802490234,3
[H]N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],-55.73393249511719,3
[H]O[C@@]([H])(C(=O)C([H])([H])[H])C([H])([H])[H],-52.60707092285156,3
[H]O[C@@]([H])(C(=O)N([H])[H])C([H])([H])[H],-48.393795013427734,3
[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],-55.33378601074219,0
[H]N([H])C(=O)N(C([H])([H])[H])C([H])([H])[H],-50.83489990234375,0
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-71.48540496826172,3
[H]O[C@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-64.16213989257812,3
[H]O[C@]([H])(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[H],-56.89360046386719,3
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-66.1185302734375,3
[H]C([H])([H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],-58.8186149597168,3
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],-58.60799789428711,3
[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-58.82987976074219,3
[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],-51.23099136352539,3
[H]O[C@]1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-58.68465042114258,3
[H]O[C@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])O[H],-51.27109909057617,3
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],-66.13382720947266,3
[H]O[C@@]1(C([H])([H])[H])C([H])([H])[C@]1([H])C([H])([H])[H],-58.74171447753906,3
[H]C([H])([H])C1(C([H])([H])[H])O[C@]1([H])C([H])([H])[H],-58.927024841308594,3
[H]C([H])([H])[N@H+]1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-60.88444900512695,0
[H][N-]C1O[C@@]([H])(C([H])([H])[H])C1([H])[H],-49.722774505615234,3
[H]C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],-54.51023483276367,3
[H]N1C(=O)C([H])([H])[C@]1([H])C([H])([H])[H],-50.31663131713867,3
[H]C([H])([H])[C@]1([H])OC(=O)C1([H])[H],-47.95563888549805,3
[H]C([H])([H])[NH+]1C([H])([H])C(=O)C1([H])[H],-49.13448715209961,0
[H]OC1([H])C([H])([H])C(=O)C1([H])[H],-47.05358123779297,3
[H]C([H])([H])[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],-66.16307830810547,3
[H]C([H])([H])[C@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H],-58.862613677978516,3
[H]O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C1([H])[H],-58.754642486572266,3
[H]O[C@]1([H])C([H])([H])[N@@H+](C([H])([H])[H])C1([H])[H],-53.46052932739258,3
[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])C1([H])[H],-51.33308410644531,3
[H]C([H])([H])[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],-60.04715347290039,3
[H]C([H])([H])C12C([H])([H])[NH+](C1([H])[H])C2([H])[H],-54.51665496826172,0
[H]O[C@]12C([H])([H])[C@]([H])(C1([H])[H])C2([H])[H],-52.717796325683594,3
[H]OC12C([H])([H])[NH+](C1([H])[H])C2([H])[H],-47.24985122680664,3
[H]C#CC(=O)C#C[H],-37.68478012084961,0
[H]C#CC(=O)C#N,-34.171573638916016,0
N#CC(=O)C#N,-30.499042510986328,0
[H]C#CC(=O)C([H])=O,-36.41427993774414,0
[H]C(=O)C(=O)C#N,-32.84128952026367,0
[H]C(=O)C(=O)C([H])=O,-34.9436149597168,0
[H]C#CC([H])(C#C[H])C([H])([H])[H],-49.59395217895508,0
[H]C#C[C@@]([H])(C#N)C([H])([H])[H],-46.32736587524414,0
[H]C([H])([H])C([H])(C#N)C#N,-42.96060562133789,0
[H]C#C[C@@]([H])(C#N)N([H])[H],-41.223812103271484,0
[H]N([H])C([H])(C#N)C#N,-37.82051086425781,0
[H]C#CC([H])(C#C[H])O[H],-42.022953033447266,3
[H]C#C[C@@]([H])(C#N)O[H],-38.69268798828125,3
[H]OC([H])(C#N)C#N,-35.245689392089844,0
[H]C#C[C@]([H])(C([H])=O)C([H])([H])[H],-48.62449264526367,3
[H]C(=O)[C@@]([H])(C#N)C([H])([H])[H],-45.32707214355469,0
[H]C#C[C@@]([H])(O[H])C([H])=O,-41.145225524902344,3
[H]O[C@]([H])(C#N)C([H])=O,-37.784507751464844,3
[H]C(=O)C([H])(C([H])=O)C([H])([H])[H],-47.482051849365234,0
[H]/N=C(\[H])N(C([H])=O)C([H])([H])[H],-45.7927131652832,0
[H]C(=O)N(C([H])=O)C([H])([H])[H],-43.84478759765625,0
[H]OC([H])(C([H])=O)C([H])=O,-40.042240142822266,3
[H]N([H])/C(C#N)=N\C([H])([H])[H],-42.87978744506836,0
[H]C(=O)/C(=N/C([H])([H])[H])N([H])[H],-45.38108825683594,0
[H]C#CC(=O)C([H])([H])C([H])([H])[H],-48.87421417236328,3
[H]C([H])([H])C([H])([H])C(=O)C#N,-45.43479919433594,3
[H]/N=C(\C#N)N([H])C([H])([H])[H],-42.99755859375,0
[H]C#CC(=O)N([H])C([H])([H])[H],-44.49070358276367,0
[H]C#CC(=O)OC([H])([H])[H],-41.854515075683594,3
[H]C([H])([H])OC(=O)C#N,-38.37733459472656,0
[H]C#CC(=O)C([H])([H])O[H],-41.1623420715332,3
[H]OC([H])([H])C(=O)C#N,-37.705081939697266,3
[H]C(=O)C(=O)C([H])([H])C([H])([H])[H],-47.735931396484375,3
[H]/N=C(\C([H])=O)N([H])C([H])([H])[H],-45.235939025878906,0
[H]C(=O)C(=O)N([H])C([H])([H])[H],-43.22749710083008,0
[H]C(=O)C(=O)OC([H])([H])[H],-40.6417350769043,3
[H]OC([H])([H])C(=O)C([H])=O,-39.79303741455078,3
[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],-59.98102951049805,3
[H]OC([H])([H])C(=O)C([H])([H])C([H])([H])[H],-52.26445007324219,3
[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],-55.58837890625,0
[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])[H],-53.07989501953125,3
[H]OC([H])([H])C(=O)N([H])C([H])([H])[H],-47.8571891784668,0
[H]N(C(=O)N([H])C([H])([H])[H])C([H])([H])[H],-50.90241241455078,0
[H]N(C(=O)OC([H])([H])[H])C([H])([H])[H],-48.5128173828125,0
[H]N([H])C([H])([H])C(=O)OC([H])([H])[H],-48.047637939453125,0
[H]OC([H])([H])C(=O)OC([H])([H])[H],-45.56802749633789,0
